comb_ID,combin,rain_ID,wind_ID,startime,endtime,startime.Rain,endtime.Rain,startime.Wind,endtime.Wind,rain.footprint [cells],rain.duration [h],rain.max.co [mm],rain.mean.co [mm],rain.max [mm],wind.footprint [cells],wind.duration [h],wg.max.co [m.s-1],wg.mean.co [m.s-1],wg.max [m.s-1],comp.duration.OR [h],comp.footprint.AND [cells],comp.duration.AND [h],comp.footprint.OR [cells]
3862,15484 5401,15484,5401,10/27/2013 4:00,10/27/2013 5:00,10/27/2013 4:00,10/27/2013 5:00,10/26/2013 21:00,10/27/2013 18:00,24,2,4.376743019,3.384880693,4.376743019,593,22,25.43626286,23.30791843,27.03611367,22,20,2,597
3863,15485 5401,15485,5401,10/27/2013 3:00,10/27/2013 5:00,10/27/2013 3:00,10/27/2013 5:00,10/26/2013 21:00,10/27/2013 18:00,10,3,5.034847873,4.381673544,5.034847873,593,22,22.5766493,20.87596957,27.03611367,22,10,3,593
3864,15486 5401,15486,5401,10/27/2013 6:00,10/27/2013 6:00,10/27/2013 6:00,10/27/2013 6:00,10/26/2013 21:00,10/27/2013 18:00,10,1,2.500437676,2.210378487,2.500437676,593,22,25.49054922,24.26623225,27.03611367,22,10,1,593
3865,15488 5402,15488,5402,10/27/2013 13:00,10/27/2013 14:00,10/27/2013 13:00,10/27/2013 14:00,10/27/2013 13:00,10/27/2013 16:00,12,2,5.717304711,3.733489868,5.717304711,16,4,22.71955014,21.58320901,22.71955014,4,10,2,18
3866,15490 5401,15490,5401,10/27/2013 16:00,10/27/2013 18:00,10/27/2013 16:00,10/28/2013 11:00,10/26/2013 21:00,10/27/2013 18:00,561,20,38.34956469,18.7925557,38.34956469,593,22,25.72206455,22.16766769,27.03611367,39,397,3,757
3867,15490 5403,15490,5403,10/27/2013 16:00,10/28/2013 11:00,10/27/2013 16:00,10/28/2013 11:00,10/27/2013 16:00,10/28/2013 15:00,561,20,38.34956469,20.75549584,38.34956469,468,24,33.29261605,28.0351223,33.29261605,24,424,20,605
3868,15491 5403,15491,5403,10/28/2013 3:00,10/28/2013 6:00,10/28/2013 3:00,10/28/2013 6:00,10/27/2013 16:00,10/28/2013 15:00,50,4,5.696259787,5.087760826,7.620667814,468,24,21.18276731,20.51596322,33.29261605,24,4,4,514
3869,15495 5404,15495,5404,10/30/2013 14:00,10/30/2013 15:00,10/30/2013 13:00,10/30/2013 19:00,10/30/2013 14:00,10/30/2013 15:00,126,7,8.904107568,8.257019088,11.09849191,15,2,27.00897049,25.06161859,27.00897049,7,14,2,127
3870,15501 5405,15501,5405,11/2/2013 10:00,11/2/2013 18:00,11/2/2013 10:00,11/2/2013 18:00,11/2/2013 8:00,11/3/2013 18:00,112,9,19.11720944,11.32335631,19.11720944,806,35,30.04581304,25.98226151,31.54188111,35,96,9,822
3871,15502 5405,15502,5405,11/2/2013 13:00,11/3/2013 13:00,11/2/2013 13:00,11/3/2013 13:00,11/2/2013 8:00,11/3/2013 18:00,360,25,40.83376771,18.8075468,40.83376771,806,35,31.54188111,26.84773797,31.54188111,35,187,25,979
3872,15504 5405,15504,5405,11/3/2013 3:00,11/3/2013 8:00,11/3/2013 3:00,11/3/2013 8:00,11/2/2013 8:00,11/3/2013 18:00,5,6,14.96474519,9.941742604,14.96474519,806,35,29.52929434,27.95786404,31.54188111,35,5,6,806
3873,15505 5405,15505,5405,11/3/2013 8:00,11/3/2013 10:00,11/3/2013 8:00,11/3/2013 10:00,11/2/2013 8:00,11/3/2013 18:00,8,3,5.391409023,4.598954873,5.391409023,806,35,31.22973457,29.86199785,31.54188111,35,8,3,806
3874,15506 5405,15506,5405,11/3/2013 15:00,11/3/2013 18:00,11/3/2013 15:00,11/4/2013 9:00,11/2/2013 8:00,11/3/2013 18:00,527,19,23.38662335,13.5956616,28.54954462,806,35,30.1807306,23.40994665,31.54188111,50,177,4,1156
3875,15506 5408,15506,5408,11/3/2013 16:00,11/4/2013 5:00,11/3/2013 15:00,11/4/2013 9:00,11/3/2013 16:00,11/4/2013 5:00,527,19,28.54954462,12.61792966,28.54954462,341,14,28.19448868,22.94427583,28.19448868,19,311,14,557
3876,15515 5410,15515,5410,11/9/2013 19:00,11/10/2013 3:00,11/9/2013 18:00,11/10/2013 3:00,11/9/2013 19:00,11/10/2013 6:00,286,10,12.74781271,7.784303155,12.74781271,185,12,27.39935325,22.80676756,27.39935325,13,136,9,335
3877,15520 5411,15520,5411,11/13/2013 23:00,11/13/2013 23:00,11/13/2013 18:00,11/13/2013 23:00,11/13/2013 23:00,11/14/2013 11:00,11,6,15.85223972,12.90768733,16.18865787,53,13,27.08161841,25.11293972,27.19577942,18,9,1,55
3878,15523 5414,15523,5414,11/19/2013 22:00,11/20/2013 0:00,11/19/2013 18:00,11/20/2013 1:00,11/19/2013 22:00,11/20/2013 0:00,120,8,3.245127362,2.926867975,16.55814662,17,3,24.97083721,24.40178848,24.97083721,8,5,3,132
3879,15523 5415,15523,5415,11/20/2013 1:00,11/20/2013 1:00,11/19/2013 18:00,11/20/2013 1:00,11/20/2013 1:00,11/21/2013 7:00,120,8,13.68431185,8.095698076,16.55814662,360,31,29.44307484,26.14438046,29.98833337,38,74,1,406
3880,15528 5415,15528,5415,11/20/2013 7:00,11/20/2013 9:00,11/20/2013 7:00,11/20/2013 9:00,11/20/2013 1:00,11/21/2013 7:00,23,3,5.214331015,4.74252385,6.190815513,360,31,22.7323234,21.82089808,29.98833337,31,3,3,380
3881,15529 5415,15529,5415,11/20/2013 11:00,11/20/2013 16:00,11/20/2013 11:00,11/20/2013 16:00,11/20/2013 1:00,11/21/2013 7:00,4,6,10.92532225,10.05443818,10.92532225,360,31,25.65739993,25.18918012,29.98833337,31,4,6,360
3882,15531 5415,15531,5415,11/20/2013 17:00,11/20/2013 20:00,11/20/2013 17:00,11/20/2013 20:00,11/20/2013 1:00,11/21/2013 7:00,11,4,7.188946219,6.281509116,7.188946219,360,31,24.24914802,23.27873508,29.98833337,31,9,4,362
3883,15534 5421,15534,5421,11/29/2013 2:00,11/29/2013 4:00,11/29/2013 1:00,11/29/2013 5:00,11/29/2013 2:00,11/29/2013 4:00,131,5,5.245898402,4.352011276,5.245898402,34,3,24.9596606,22.78534924,25.64303001,5,19,3,146
3884,15534 5422,15534,5422,11/29/2013 2:00,11/29/2013 5:00,11/29/2013 1:00,11/29/2013 5:00,11/29/2013 2:00,11/30/2013 2:00,131,5,5.245898402,3.690267602,5.245898402,379,24,31.47003152,27.04964091,31.79814464,26,90,4,420
3885,15535 5422,15535,5422,11/29/2013 5:00,11/29/2013 7:00,11/29/2013 5:00,11/29/2013 7:00,11/29/2013 2:00,11/30/2013 2:00,17,3,3.714128538,3.04992495,4.115184671,379,24,28.66869595,27.25964572,31.79814464,25,7,3,389
3886,15537 5423,15537,5423,12/4/2013 20:00,12/5/2013 0:00,12/4/2013 20:00,12/5/2013 0:00,12/4/2013 13:00,12/6/2013 14:00,29,5,8.852998466,7.184934207,8.852998466,1092,50,37.99157905,35.06661264,45.54696229,50,29,5,1092
3887,15538 5423,15538,5423,12/4/2013 23:00,12/5/2013 12:00,12/4/2013 23:00,12/5/2013 12:00,12/4/2013 13:00,12/6/2013 14:00,509,14,27.53457797,12.0032571,27.53457797,1092,50,45.54696229,35.0860404,45.54696229,50,509,14,1092
3888,15542 5425,15542,5425,12/14/2013 12:00,12/14/2013 17:00,12/14/2013 12:00,12/14/2013 17:00,12/14/2013 8:00,12/14/2013 20:00,156,6,16.78843822,11.49022815,16.78843822,668,13,29.51093278,24.80263638,29.51093278,13,136,6,688
3889,15543 5425,15543,5425,12/14/2013 19:00,12/14/2013 20:00,12/14/2013 19:00,12/15/2013 0:00,12/14/2013 8:00,12/14/2013 20:00,43,6,5.265440117,4.895049446,10.04053349,668,13,21.02629487,20.77202717,29.51093278,17,2,2,709
3890,15546 5428,15546,5428,12/16/2013 0:00,12/16/2013 2:00,12/15/2013 23:00,12/16/2013 2:00,12/16/2013 0:00,12/16/2013 3:00,16,4,8.240591162,7.428257075,9.66653512,35,4,28.11226082,26.85728803,28.22482517,5,2,3,49
3891,15548 5429,15548,5429,12/16/2013 3:00,12/16/2013 5:00,12/16/2013 3:00,12/16/2013 5:00,12/16/2013 1:00,12/16/2013 10:00,7,3,8.520188017,6.370728143,8.520188017,89,10,27.44086634,25.40706684,27.44086634,10,7,3,89
3892,15551 5433,15551,5433,12/18/2013 13:00,12/19/2013 4:00,12/18/2013 11:00,12/19/2013 4:00,12/18/2013 13:00,12/19/2013 9:00,1271,18,25.05007431,11.19638159,25.05007431,1467,21,42.65461725,27.58236441,42.65461725,23,1260,16,1478
3893,15552 5434,15552,5434,12/20/2013 16:00,12/21/2013 0:00,12/20/2013 16:00,12/21/2013 0:00,12/20/2013 13:00,12/21/2013 16:00,172,9,20.97968526,13.17557029,20.97968526,800,28,29.5141261,25.02396549,30.78586379,28,162,9,810
3894,15552 5436,15552,5436,12/20/2013 18:00,12/20/2013 19:00,12/20/2013 16:00,12/21/2013 0:00,12/20/2013 18:00,12/20/2013 19:00,172,9,6.990522645,6.990522645,20.97968526,25,2,20.16090651,20.16090651,24.43036864,9,1,2,196
3895,15552 5437,15552,5437,12/20/2013 17:00,12/20/2013 18:00,12/20/2013 16:00,12/21/2013 0:00,12/20/2013 17:00,12/20/2013 18:00,172,9,17.20843479,14.30308274,20.97968526,9,2,25.47458264,23.9805104,25.47458264,9,6,2,175
3896,15555 5434,15555,5434,12/21/2013 7:00,12/21/2013 8:00,12/21/2013 7:00,12/21/2013 8:00,12/20/2013 13:00,12/21/2013 16:00,10,2,4.596812801,3.927704457,4.596812801,800,28,22.41937853,21.30012163,30.78586379,28,5,2,805
3897,15556 5434,15556,5434,12/21/2013 7:00,12/21/2013 15:00,12/21/2013 7:00,12/21/2013 15:00,12/20/2013 13:00,12/21/2013 16:00,189,9,15.22269584,7.762392803,18.68308271,800,28,22.87362759,21.11411104,30.78586379,28,49,9,940
3898,15556 5440,15556,5440,12/21/2013 9:00,12/21/2013 15:00,12/21/2013 7:00,12/21/2013 15:00,12/21/2013 9:00,12/21/2013 23:00,189,9,18.68308271,10.34730283,18.68308271,662,15,26.01904285,23.5420651,30.70363593,17,152,7,699
3899,15557 5434,15557,5434,12/21/2013 14:00,12/21/2013 15:00,12/21/2013 14:00,12/21/2013 15:00,12/20/2013 13:00,12/21/2013 16:00,19,2,3.819954444,3.328672372,3.819954444,800,28,27.11275323,26.17400733,30.78586379,28,9,2,810
3900,15558 5434,15558,5434,12/21/2013 15:00,12/21/2013 16:00,12/21/2013 15:00,12/22/2013 1:00,12/20/2013 13:00,12/21/2013 16:00,272,11,15.0065344,7.318468291,15.28462804,800,28,30.78586379,25.24140381,30.78586379,37,215,2,857
3901,15558 5440,15558,5440,12/21/2013 15:00,12/21/2013 23:00,12/21/2013 15:00,12/22/2013 1:00,12/21/2013 9:00,12/21/2013 23:00,272,11,11.51698527,6.140541848,15.28462804,662,15,30.70363593,25.2307623,30.70363593,17,104,9,830
3902,15559 5446,15559,5446,12/23/2013 7:00,12/24/2013 17:00,12/23/2013 7:00,12/24/2013 17:00,12/23/2013 6:00,12/25/2013 11:00,1323,35,46.26365888,22.18100414,46.26365888,1485,54,37.37127761,29.86908671,37.37127761,54,1323,35,1485
3903,15559 5447,15559,5447,12/24/2013 0:00,12/24/2013 3:00,12/23/2013 7:00,12/24/2013 17:00,12/24/2013 0:00,12/24/2013 3:00,1323,35,13.19606961,10.50963488,46.26365888,6,4,22.85766102,21.77366363,22.85766102,35,6,4,1323
3904,15561 5446,15561,5446,12/24/2013 1:00,12/24/2013 6:00,12/24/2013 1:00,12/24/2013 6:00,12/23/2013 6:00,12/25/2013 11:00,150,6,7.067186299,5.140828108,7.067186299,1485,54,34.86372702,30.96546114,37.37127761,54,150,6,1485
3905,15562 5446,15562,5446,12/24/2013 18:00,12/24/2013 23:00,12/24/2013 18:00,12/24/2013 23:00,12/23/2013 6:00,12/25/2013 11:00,9,5,9.886604902,8.450672956,9.886604902,1485,54,36.09794326,34.6131405,37.37127761,54,9,6,1485
3906,15563 5446,15563,5446,12/24/2013 19:00,12/24/2013 23:00,12/24/2013 19:00,12/24/2013 23:00,12/23/2013 6:00,12/25/2013 11:00,17,5,9.574839377,8.084522709,9.574839377,1485,54,27.99171318,23.43311516,37.37127761,54,17,5,1485
3907,15564 5446,15564,5446,12/24/2013 21:00,12/25/2013 1:00,12/24/2013 21:00,12/25/2013 1:00,12/23/2013 6:00,12/25/2013 11:00,55,5,14.26485113,9.026189996,14.26485113,1485,54,33.42434029,29.34713024,37.37127761,54,55,5,1485
3908,15565 5446,15565,5446,12/24/2013 21:00,12/25/2013 0:00,12/24/2013 21:00,12/25/2013 0:00,12/23/2013 6:00,12/25/2013 11:00,26,4,6.201939259,4.78036617,6.201939259,1485,54,36.47475443,33.60946045,37.37127761,54,26,4,1485
3909,15566 5449,15566,5449,12/26/2013 20:00,12/27/2013 9:00,12/26/2013 20:00,12/27/2013 9:00,12/26/2013 19:00,12/28/2013 6:00,407,14,21.78841165,8.951818015,21.78841165,1355,36,37.94128433,29.25812933,38.42666821,36,407,14,1355
3910,15567 5449,15567,5449,12/26/2013 22:00,12/27/2013 2:00,12/26/2013 22:00,12/27/2013 2:00,12/26/2013 19:00,12/28/2013 6:00,31,5,11.65888819,7.947368446,11.65888819,1355,36,35.79617499,29.24019633,38.42666821,36,31,5,1355
3911,15569 5449,15569,5449,12/27/2013 2:00,12/27/2013 5:00,12/27/2013 2:00,12/27/2013 5:00,12/26/2013 19:00,12/28/2013 6:00,10,4,6.297843986,4.535632199,6.297843986,1355,36,27.28519224,25.3430979,38.42666821,36,10,4,1355
3912,15570 5449,15570,5449,12/27/2013 3:00,12/27/2013 5:00,12/27/2013 3:00,12/27/2013 5:00,12/26/2013 19:00,12/28/2013 6:00,23,3,5.645751968,4.615870875,5.645751968,1355,36,27.28838555,25.47885197,38.42666821,36,23,3,1355
3913,15571 5449,15571,5449,12/27/2013 5:00,12/27/2013 13:00,12/27/2013 5:00,12/27/2013 13:00,12/26/2013 19:00,12/28/2013 6:00,138,9,14.26455049,9.164758096,19.19597759,1355,36,26.33278605,21.96076998,38.42666821,36,102,9,1391
3914,15572 5449,15572,5449,12/27/2013 7:00,12/27/2013 9:00,12/27/2013 7:00,12/27/2013 9:00,12/26/2013 19:00,12/28/2013 6:00,10,3,5.165627047,4.529649427,5.165627047,1355,36,24.85348288,23.4280669,38.42666821,36,10,3,1355
3915,15573 5449,15573,5449,12/28/2013 0:00,12/28/2013 4:00,12/28/2013 0:00,12/28/2013 4:00,12/26/2013 19:00,12/28/2013 6:00,86,5,12.71414083,8.127254307,12.71414083,1355,36,21.02230323,18.67045381,38.42666821,36,59,5,1382
3916,15575 5450,15575,5450,12/29/2013 20:00,12/30/2013 0:00,12/29/2013 20:00,12/31/2013 2:00,12/29/2013 18:00,12/30/2013 0:00,652,31,37.46477593,27.61388727,55.15213307,45,7,24.7457085,23.53540664,24.7457085,33,45,5,652
3917,15575 5451,15575,5451,12/30/2013 1:00,12/31/2013 0:00,12/29/2013 20:00,12/31/2013 2:00,12/30/2013 1:00,12/31/2013 0:00,652,31,37.46477593,15.60524559,55.15213307,816,24,29.89013894,26.01600421,30.12325093,31,320,24,1148
3918,15575 5452,15575,5452,12/31/2013 2:00,12/31/2013 2:00,12/29/2013 20:00,12/31/2013 2:00,12/31/2013 2:00,12/31/2013 7:00,652,31,29.99112195,25.07484147,55.15213307,21,6,24.80797814,23.57121485,24.80797814,36,21,1,652
3919,15577 5452,15577,5452,12/31/2013 5:00,12/31/2013 7:00,12/31/2013 5:00,12/31/2013 11:00,12/31/2013 2:00,12/31/2013 7:00,184,7,6.484241889,5.156532633,9.186710841,21,6,24.2986444,23.6585178,24.80797814,10,12,3,193
3920,15577 5453,15577,5453,12/31/2013 7:00,12/31/2013 8:00,12/31/2013 5:00,12/31/2013 11:00,12/31/2013 7:00,12/31/2013 8:00,184,7,7.514240624,6.737476218,9.186710841,16,2,24.57486615,23.0079464,24.57486615,7,16,2,184
3921,15581 5455,15581,5455,1/1/2014 6:00,1/2/2014 1:00,1/1/2014 6:00,1/2/2014 1:00,1/1/2014 6:00,1/2/2014 2:00,937,19,29.41719679,15.05741776,29.41719679,824,21,29.38000687,24.62596879,29.38000687,21,582,20,1179
3922,15581 5456,15581,5456,1/1/2014 19:00,1/2/2014 0:00,1/1/2014 6:00,1/2/2014 1:00,1/1/2014 19:00,1/2/2014 0:00,937,19,10.35440351,9.278105941,29.41719679,44,6,26.30723953,25.48416259,26.74232869,20,15,6,966
3923,15582 5455,15582,5455,1/1/2014 17:00,1/1/2014 19:00,1/1/2014 17:00,1/1/2014 19:00,1/1/2014 6:00,1/2/2014 2:00,8,3,6.20043605,4.130141599,6.20043605,824,21,25.2095375,23.6790415,29.38000687,21,8,3,824
3924,15584 5461,15584,5461,1/3/2014 1:00,1/3/2014 2:00,1/3/2014 1:00,1/3/2014 2:00,1/2/2014 22:00,1/4/2014 1:00,13,2,4.119093014,3.359810638,4.119093014,1006,27,28.60562798,25.35925484,33.09542885,28,13,2,1006
3925,15585 5461,15585,5461,1/3/2014 3:00,1/3/2014 4:00,1/3/2014 3:00,1/3/2014 4:00,1/2/2014 22:00,1/4/2014 1:00,22,2,3.054219833,2.748016181,3.359371238,1006,27,25.80269576,25.31092525,33.09542885,28,2,2,1026
3926,15586 5461,15586,5461,1/3/2014 13:00,1/3/2014 17:00,1/3/2014 13:00,1/3/2014 17:00,1/2/2014 22:00,1/4/2014 1:00,23,5,11.89880033,9.154026784,11.89880033,1006,27,30.57590333,26.44382977,33.09542885,28,21,5,1008
3927,15587 5461,15587,5461,1/4/2014 1:00,1/4/2014 1:00,1/4/2014 1:00,1/4/2014 7:00,1/2/2014 22:00,1/4/2014 1:00,23,6,14.71882022,11.82216282,14.71882022,1006,27,25.6150885,21.79737631,33.09542885,34,23,1,1006
3928,15587 5465,15587,5465,1/4/2014 1:00,1/4/2014 7:00,1/4/2014 1:00,1/4/2014 7:00,1/4/2014 0:00,1/4/2014 10:00,23,6,14.71882022,12.45265765,14.71882022,49,11,24.00725441,21.85905155,24.00725441,11,16,7,56
3929,15588 5466,15588,5466,1/4/2014 6:00,1/4/2014 10:00,1/4/2014 6:00,1/4/2014 13:00,1/4/2014 5:00,1/4/2014 10:00,146,8,13.38968291,10.84497072,13.38968291,24,5,23.48514741,21.20054343,24.49104163,9,15,5,155
3930,15588 5467,15588,5467,1/4/2014 8:00,1/4/2014 10:00,1/4/2014 6:00,1/4/2014 13:00,1/4/2014 8:00,1/4/2014 10:00,146,8,9.87277538,8.451892226,13.38968291,24,3,21.19314558,19.95600214,22.48404316,8,6,3,164
3931,15591 5468,15591,5468,1/5/2014 16:00,1/5/2014 17:00,1/5/2014 16:00,1/6/2014 4:00,1/5/2014 11:00,1/5/2014 17:00,498,13,22.16030553,14.53869024,22.16030553,106,7,25.83063726,23.812438,28.04280622,18,33,2,571
3932,15591 5469,15591,5469,1/5/2014 18:00,1/6/2014 4:00,1/5/2014 16:00,1/6/2014 4:00,1/5/2014 18:00,1/7/2014 15:00,498,13,22.16030553,11.04098805,22.16030553,1033,46,30.27732838,25.5177444,30.43779245,48,307,11,1224
3933,15592 5469,15592,5469,1/5/2014 18:00,1/5/2014 18:00,1/5/2014 17:00,1/5/2014 18:00,1/5/2014 18:00,1/7/2014 15:00,18,2,3.791092833,3.322676239,3.791092833,1033,46,26.48207352,25.3707112,30.43779245,47,18,1,1033
3934,15593 5469,15593,5469,1/5/2014 22:00,1/5/2014 23:00,1/5/2014 22:00,1/5/2014 23:00,1/5/2014 18:00,1/7/2014 15:00,14,2,5.045370335,3.521503055,5.045370335,1033,46,24.99398874,23.86920056,30.43779245,46,14,2,1033
3935,15594 5469,15594,5469,1/6/2014 1:00,1/6/2014 2:00,1/6/2014 1:00,1/6/2014 2:00,1/5/2014 18:00,1/7/2014 15:00,33,2,4.274825455,2.796043705,4.920002713,1033,46,23.88910175,22.48404316,30.43779245,46,4,2,1062
3936,15608 5472,15608,5472,1/16/2014 10:00,1/16/2014 13:00,1/16/2014 7:00,1/16/2014 13:00,1/16/2014 10:00,1/16/2014 20:00,67,7,7.69432505,6.975340235,12.68978885,17,11,26.11564063,25.9511849,28.00368811,14,2,4,82
3937,15612 5474,15612,5474,1/19/2014 10:00,1/19/2014 19:00,1/19/2014 10:00,1/19/2014 19:00,1/18/2014 2:00,1/20/2014 9:00,143,10,12.6239483,10.73516632,12.78930128,141,56,28.60083801,26.57983078,31.44129169,56,42,10,242
3938,15613 5474,15613,5474,1/20/2014 1:00,1/20/2014 4:00,1/20/2014 1:00,1/20/2014 4:00,1/18/2014 2:00,1/20/2014 9:00,9,4,6.077774204,4.915259254,6.077774204,141,56,30.04421638,29.31915648,31.44129169,56,9,4,141
3939,15614 5474,15614,5474,1/20/2014 1:00,1/20/2014 5:00,1/20/2014 1:00,1/20/2014 5:00,1/18/2014 2:00,1/20/2014 9:00,8,5,7.409316643,5.209671067,7.409316643,141,56,28.82117674,27.32630617,31.44129169,56,8,5,141
3940,15619 5475,15619,5475,1/23/2014 8:00,1/23/2014 9:00,1/23/2014 8:00,1/23/2014 14:00,1/22/2014 5:00,1/23/2014 9:00,14,7,12.61072006,10.94282389,12.61072006,38,29,28.02045301,26.91875934,28.24797671,34,14,2,38
3941,15623 5476,15623,5476,1/24/2014 17:00,1/25/2014 1:00,1/24/2014 17:00,1/25/2014 1:00,1/24/2014 12:00,1/25/2014 6:00,325,9,9.872174097,7.405507793,10.09284516,188,19,31.29679418,27.61022116,31.29679418,19,139,9,374
3942,15625 5477,15625,5477,1/25/2014 10:00,1/25/2014 11:00,1/25/2014 9:00,1/25/2014 23:00,1/25/2014 10:00,1/25/2014 11:00,646,15,8.100191451,5.768070223,25.22865553,14,2,23.60330006,21.57748385,23.60330006,15,14,2,646
3943,15625 5478,15625,5478,1/25/2014 12:00,1/25/2014 20:00,1/25/2014 9:00,1/25/2014 23:00,1/25/2014 12:00,1/25/2014 20:00,646,15,8.340103591,4.937447725,25.22865553,502,9,30.52321363,24.15662875,30.52321363,15,193,9,955
3944,15626 5479,15626,5479,1/26/2014 5:00,1/26/2014 10:00,1/26/2014 5:00,1/27/2014 0:00,1/26/2014 5:00,1/26/2014 10:00,1080,20,31.4170659,14.99015826,31.84247402,119,6,31.44049336,25.7069701,31.44049336,20,119,6,1080
3945,15626 5480,15626,5480,1/26/2014 9:00,1/27/2014 0:00,1/26/2014 5:00,1/27/2014 0:00,1/26/2014 9:00,1/27/2014 14:00,1080,20,22.99067812,12.13729306,31.84247402,384,30,32.28512517,25.96756211,33.11458874,34,348,16,1116
3946,15626 5481,15626,5481,1/26/2014 11:00,1/26/2014 21:00,1/26/2014 5:00,1/27/2014 0:00,1/26/2014 11:00,1/26/2014 21:00,1080,20,29.41539294,18.3393289,31.84247402,10,10,28.40923911,26.55312478,28.40923911,20,10,11,1080
3947,15626 5482,15626,5482,1/26/2014 12:00,1/27/2014 0:00,1/26/2014 5:00,1/27/2014 0:00,1/26/2014 12:00,1/27/2014 7:00,1080,20,16.48328682,11.44509651,31.84247402,228,20,27.50952262,24.20056998,27.50952262,27,153,13,1155
3948,15627 5480,15627,5480,1/27/2014 5:00,1/27/2014 13:00,1/27/2014 5:00,1/27/2014 13:00,1/26/2014 9:00,1/27/2014 14:00,24,7,11.54013469,9.460745822,12.708128,384,30,24.33856084,22.45809748,33.11458874,30,6,9,402
3949,15628 5480,15628,5480,1/27/2014 12:00,1/27/2014 14:00,1/27/2014 12:00,1/27/2014 15:00,1/26/2014 9:00,1/27/2014 14:00,7,4,7.830515776,5.607226871,7.830515776,384,30,25.08579654,24.52365906,33.11458874,31,7,3,384
3950,15629 5484,15629,5484,1/28/2014 7:00,1/28/2014 9:00,1/28/2014 7:00,1/28/2014 9:00,1/28/2014 4:00,1/29/2014 3:00,9,3,5.118726929,4.505284081,5.118726929,83,24,28.97924584,27.43651989,30.48489385,24,9,3,83
3951,15630 5485,15630,5485,1/31/2014 9:00,1/31/2014 14:00,1/31/2014 9:00,2/1/2014 8:00,1/31/2014 8:00,1/31/2014 14:00,780,24,25.94989515,16.34783928,25.94989515,129,7,28.29427977,25.18029312,28.29427977,25,125,6,784
3952,15630 5486,15630,5486,1/31/2014 10:00,2/1/2014 8:00,1/31/2014 9:00,2/1/2014 8:00,1/31/2014 10:00,2/1/2014 11:00,780,24,15.84291983,13.95159547,25.94989515,398,26,26.88762452,24.51832365,31.75184157,27,23,23,1155
3953,15630 5487,15630,5487,1/31/2014 13:00,1/31/2014 15:00,1/31/2014 9:00,2/1/2014 8:00,1/31/2014 13:00,1/31/2014 15:00,780,24,11.96915051,10.5930755,25.94989515,16,3,23.66636803,19.8405771,24.07191904,24,8,3,788
3954,15630 5488,15630,5488,1/31/2014 12:00,2/1/2014 0:00,1/31/2014 9:00,2/1/2014 8:00,1/31/2014 12:00,2/1/2014 0:00,780,24,25.1291431,18.1317971,25.94989515,158,13,25.61987848,22.70696028,25.61987848,24,148,13,790
3955,15630 5489,15630,5489,1/31/2014 19:00,1/31/2014 21:00,1/31/2014 9:00,2/1/2014 8:00,1/31/2014 19:00,1/31/2014 21:00,780,24,17.76221694,16.24917706,25.94989515,10,3,19.00572482,18.38446539,19.00572482,24,10,3,780
3956,15630 5490,15630,5490,2/1/2014 1:00,2/1/2014 5:00,1/31/2014 9:00,2/1/2014 8:00,2/1/2014 1:00,2/1/2014 5:00,780,24,22.03012764,17.78121204,25.94989515,59,5,18.93627022,18.25936002,19.22446689,24,22,5,817
3957,15630 5491,15630,5491,2/1/2014 6:00,2/1/2014 8:00,1/31/2014 9:00,2/1/2014 8:00,2/1/2014 6:00,2/2/2014 2:00,780,24,23.71101583,14.6585308,25.94989515,767,21,32.41126111,25.56134197,32.41126111,42,420,3,1127
3958,15631 5486,15631,5486,1/31/2014 14:00,1/31/2014 20:00,1/31/2014 14:00,1/31/2014 20:00,1/31/2014 10:00,2/1/2014 11:00,34,7,9.758832146,7.904746964,11.48421532,398,26,25.84021721,23.25638994,31.75184157,26,11,7,421
3959,15632 5486,15632,5486,1/31/2014 17:00,1/31/2014 23:00,1/31/2014 17:00,1/31/2014 23:00,1/31/2014 10:00,2/1/2014 11:00,126,7,9.484646844,7.812748901,9.484646844,398,26,27.42889141,25.96766969,31.75184157,26,114,7,410
3960,15633 5488,15633,5488,1/31/2014 21:00,2/1/2014 0:00,1/31/2014 21:00,2/1/2014 0:00,1/31/2014 12:00,2/1/2014 0:00,14,4,9.578146437,7.286654797,9.578146437,158,13,23.95057307,23.1632032,25.61987848,13,11,4,161
3961,15635 5486,15635,5486,2/1/2014 8:00,2/1/2014 11:00,2/1/2014 8:00,2/1/2014 13:00,1/31/2014 10:00,2/1/2014 11:00,48,6,10.33215602,7.38793976,10.33215602,398,26,31.75184157,29.50035493,31.75184157,28,48,4,398
3962,15635 5491,15635,5491,2/1/2014 8:00,2/1/2014 13:00,2/1/2014 8:00,2/1/2014 13:00,2/1/2014 6:00,2/2/2014 2:00,48,6,10.33215602,7.202164091,10.33215602,767,21,26.76947187,26.05700476,32.41126111,21,29,6,786
3963,15636 5492,15636,5492,2/3/2014 9:00,2/3/2014 16:00,2/3/2014 9:00,2/3/2014 21:00,2/3/2014 0:00,2/3/2014 16:00,170,13,17.06953829,12.50219857,18.66594613,102,17,27.26443569,24.65396835,27.26443569,22,59,8,213
3964,15637 5494,15637,5494,2/4/2014 15:00,2/5/2014 2:00,2/4/2014 15:00,2/5/2014 2:00,2/4/2014 13:00,2/6/2014 0:00,281,12,15.49507729,11.89642087,15.49507729,1026,36,36.77412771,28.94549727,36.77412771,36,281,12,1026
